Date,ISO Week,Reporting week,Time (A),State,LGA,Village,Road,Lat,Long,Description,Incident type,Incident Category,Threat Category,Perpetrator,Target,Fatality
08/01/2021,32,30.07.2021 - 05.08.2021,12:00,BORNO,KONDUGA,LAWAN MAINARI,MAIDUGURI - NGAMDU RD,11.83798981,12.75512028,"OAG operatives with rifles set up an informal vehicle checkpoint along the road. They stopped several commercial vehicles in transit, searched for passengers’ identification, identified three male civilians from different vehicles, and abducted them. They also carjacked a bus and abducted at least ten passengers aboard it. GF/NA deployed to the scene and exchanged fire with them, prompting the operatives to retreat.",IVCP,Confine,Terrorism,OAG,Civilians,0
08/01/2021,32,30.07.2021 - 05.08.2021,12:00,BORNO,BIU,MANDARAGIRAU,,10.69419956,12.32929993,"Suspected OAG/ISWAP operatives aboard a vehicle and two motorcycles entered the town and abducted two staff members under the Biu LGA Primary Health Care (PHC) department that are working as volunteers for an IO while they were conducting activities linked to a cholera immunisation campaign. After apprehending them, the operatives accused the victims of spying for the government and left the location along with the abductees, without harming anyone. They also seized drugs and a vehicle belonging to the LGA PHC Department from them. The operatives released the abductees at 1800hrs the same day, following a pledge from local residents in favor of their release. ",Kidnap/Abduction,Confine,Terrorism,OAG,Civilians,0
08/01/2021,32,30.07.2021 - 05.08.2021,14:00,BORNO,GWOZA,GWOZA,,11.08308983,13.69416428,A female criminal entered a private residence and stole a mobile phone. The owner of the phone searched the belongings of other civilians and found the Sim card in a bag belonging to a female individual suspected to be the criminal. The owner subsequently handed the suspect over to GF/NPF.,Burglary,Theft,Criminality,Criminals,Civilians,0
08/01/2021,32,30.07.2021 - 05.08.2021,15:00,BORNO,GUBIO,GUBIO,,12.4989996,12.78479958,"OAG operatives with rifles aboard light trucks mounted with HMGs attacked a GF/NA position at the entrance of the town, towards the northern axis, prompting GF to return fire and eventually GF retreated from the position. The operatives then proceeded to the town and fired shots into the air before withdrawing. At least one- girl child sustained injuries as a result of the crossfire.",Coordinated attack,Attack,Armed Conflict,OAG,Government Forces,0
08/01/2021,32,30.07.2021 - 05.08.2021,15:00,GOMBE,KALTUNGO,KALTUNGO,,9.814167023,11.30888939,Unidentified individuals stole an AK 47 rifle from a GF/NPF member while he was in the toilet at his duty station. ,Theft/Mugging,Theft,Criminality,OAG,Government Forces,0
08/01/2021,32,30.07.2021 - 05.08.2021,16:00,YOBE,GUJBA,BUNI YADI,,11.27523041,12.00329018,Criminals stopped a private vehicle in transit along the road. They kidnapped the driver and demanded a ransom. The abductee is a staff of Yobe state hospital management board.,Kidnap/Abduction,Confine,Criminality,Criminals,Civilians,0
08/01/2021,32,30.07.2021 - 05.08.2021,17:00,ADAMAWA,MUBI SOUTH,KWAJA,,10.10428047,13.31713009,Criminals on motorcycles abducted a female civilian while she was washing her clothes by a stream. On 01.08.2021 the criminals contacted the family of the victim and demanded a ransom of 1.000.000 Naira.,Kidnap/Abduction,Confine,Criminality,Criminals,Civilians,0
08/01/2021,32,30.07.2021 - 05.08.2021,17:00,ADAMAWA,NUMAN,IMBURU,,9.485487938,12.01894379,A male criminal stole a motorcycle parked in front of a zoo.,Vehicle theft,Theft,Criminality,Criminals,Civilians,0
08/01/2021,32,30.07.2021 - 05.08.2021,18:00,BORNO,DAMBOA,WAJIROKO,,10.93099976,12.52299976,"OAG operatives released two staff of Biu LGA Primary Health Care (PHC) department working as volunteer for an IO whom they had earlier abducted in Mandaragirau. Following the abduction,  local residents went to an ISWAP camp in the area and informed the operatives that the abductees were in their village to assist them in curbing a cholera outbreak and not for spying. Reportedly, one of the civilians begged for the release of the victims arguing that one of his children desperately needed medical attention. Thereafter, the operatives eventually agreed to release the abductees and brought them back to Mandaragirau. ",Kidnap/Abduction,Rule,Terrorism,OAG,Civilians,0
08/01/2021,32,30.07.2021 - 05.08.2021,23:00,YOBE,GUJBA,BUNI YADI,,11.27612495,12.00770664,"A male criminal rustled a ram from a residence. On 02.08.2021 vigilantes on patrol apprehended the criminal at Fulatari, recovered the ram and handed him over to GF/NPF. ",Cattle rustling,Theft,Criminality,Criminals,Civilians,0
08/01/2021,32,30.07.2021 - 05.08.2021,U/N,BORNO,KUKAWA,KUKAWA,,12.92475319,13.56616783,OAG operatives with rifles abducted three male teenagers (approx 14 - 15year old).,Kidnap/Abduction,Confine,Terrorism,OAG,Civilians,0
08/02/2021,32,30.07.2021 - 05.08.2021,00:00,YOBE,GUJBA,BUNI YADI,,11.27612495,12.00770664,Vigilantes on patrol apprehended a male criminal who had rustled a ram from a residence in the area on 01.08.2021. They recovered the stolen ram and handed the criminal over to GF/NPF.,Arrest/Detention,Confine,Criminality,Government Forces,Criminals,0
08/02/2021,32,30.07.2021 - 05.08.2021,06:00,BORNO,BAMA,BAMA,,11.52210331,13.6855793,"57 OAG family members comprising of women, elderly men and children approached a GF/NA position and surrendered.",Surrender,Rule,Armed Conflict,OAG,Government Forces,0
08/02/2021,32,30.07.2021 - 05.08.2021,07:00,BORNO,MARTE,KOLORAM,,12.66991997,13.95843983,OAG operatives with rifles and knives killed three male fishermen by slitting their throats for violating the OAG order not to fish in certain areas of the river.,Knife attack,Attack,Terrorism,OAG,Civilians,0
08/02/2021,32,30.07.2021 - 05.08.2021,08:00,BORNO,BAMA,BAMA,,11.52210331,13.6855793,41 suspected OAG family members comprising of women and children approached a GF/NA position and surrendered.,Surrender,Rule,Armed Conflict,OAG,Government Forces,0
08/02/2021,32,30.07.2021 - 05.08.2021,08:00,BORNO,BAMA,BAMA,,11.52210331,13.6855793,Two male OAG operatives approached a GF/NA position and surrendered.,Surrender,Rule,Armed Conflict,OAG,Government Forces,0
08/02/2021,32,30.07.2021 - 05.08.2021,09:00,BORNO,DAMBOA,WAJIROKO,DAMBOA - BIU RD,10.93025017,12.52299023,OAG operatives with rifles set up an informal vehicle checkpoint along the road. They stopped commercial vehicles in transit and asked for the passengers’ identifications before allowing them to continue their journey. No abductions or robberies were reported.,IVCP,Confine,Terrorism,OAG,Civilians,0
08/02/2021,32,30.07.2021 - 05.08.2021,11:00,BORNO,GWOZA,BITTA,,11.16666126,13.41666317,"Four male OAG operatives together with 11 of their family members: five females and six children, approached a GF/NA position and surrendered.",Surrender,Rule,Armed Conflict,OAG,Government Forces,0
08/02/2021,32,30.07.2021 - 05.08.2021,12:00,BORNO,GUBIO,GUBIO,,12.4989996,12.78479958,"OAG/ISWAP operatives with rifles aboard light trucks mounted with HMGs attacked a GF/NA position at the entrance of the town, prompting GF to return fire. The exchange lasted for several minutes until GF deployed CAS, causing the operatives to retreat. Shortly after, GF/NA mobilized and trailed the operatives until they made contact with them in the vicinity of Kareram Mullumti. ISWAP claimed the attack via Amaq on 04.08.2021.",Coordinated attack,Attack,Armed Conflict,OAG,Government Forces,0
08/02/2021,32,30.07.2021 - 05.08.2021,12:00,BORNO,BAMA,BAMA,,11.52210331,13.6855793,50 OAG operatives with 37 rifles and six RPGs approached a GF/NA position and surrendered.,Surrender,Rule,Armed Conflict,OAG,Government Forces,0
08/02/2021,32,30.07.2021 - 05.08.2021,12:00,BORNO,MOBBAR,KARETO,DAMASAK - GUBIO RD,12.88376999,12.50767994,"OAG operatives with rifles set up an informal vehicle checkpoint along the road. They stopped several commercial vehicles in transit, eye checked the drivers and passengers and subsequently allowed them to continue their journey. No abductions or robberies were reported.

",IVCP,Confine,Terrorism,OAG,Civilians,0
08/02/2021,32,30.07.2021 - 05.08.2021,14:00,BORNO,KONDUGA,KONDUGA,,11.65331173,13.41786957,GF/NA fired two heavy artillery projectiles towards Lawanti axis upon sighting suspected OAG gathering. ,Artillery engagement,Attack,Armed Conflict,Government Forces,OAG,0
08/02/2021,32,30.07.2021 - 05.08.2021,16:00,BORNO,MAGUMERI,KARERAM MULLUMTI,,12.19680023,12.78030014,"GF/NA trailed OAG/ISWAP operatives that had attacked a GF position in Gubio a few hours earlier and made contact with them, prompting the operatives to return fire. The exchange lasted for several minutes until the operatives retreated. During the armed clash, GF shot and killed at least five operatives and arrested another. Additionally, a GF CAS deployed and carried out an airstrike. The strike killed one operative and destroyed one OAG vehicle. GF also seized one OAG vehicle, weapons, and fuel from the operatives. While the OAG operatives reportedly shot and killed two GF members.",Coordinated attack,Attack,Armed Conflict,Government Forces,OAG,0
08/02/2021,32,30.07.2021 - 05.08.2021,16:00,BORNO,GWOZA,PULKA,,11.22495747,13.78128242,GF/NA fired three heavy artillery projectiles towards the Sambisa Forest upon sighting suspected OAG movement between 1600hrs and 2100hrs. ,Artillery engagement,Attack,Armed Conflict,Government Forces,OAG,0
08/02/2021,32,30.07.2021 - 05.08.2021,17:00,ADAMAWA,LAMURDE,LAFIA,,9.65193367,11.81768131,Two male civilians armed with knives fought and injured each other following a dispute between their respective wives.,Physical assault,Attack,Criminality,Criminals,Criminals,0
08/02/2021,32,30.07.2021 - 05.08.2021,21:00,GOMBE,AKKO,TUMFURE,,10.28491116,11.08339977,"Three male criminals armed with knives robbed two female civilians of mobile phone, money, and valuables.",Armed robbery,Theft,Criminality,Criminals,Civilians,0
08/02/2021,32,30.07.2021 - 05.08.2021,23:00,ADAMAWA,YOLA SOUTH,NGURORE,NUMAN - YOLA RD,9.288550377,12.23933029,"
Criminals armed with sticks mounted an informal vehicle checkpoint along a secondary road and stopped two commercial tricycles in transit. They robbed the riders of their tricycles, mobile phones and money.
",IVCP,Theft,Criminality,Criminals,Civilians,0
08/02/2021,32,30.07.2021 - 05.08.2021,U/N,BORNO,KUKAWA,KUKAWA,,12.92475319,13.56616783,GF/NA on patrol entered the town and ordered residents to stop patronising the local market,Threat warning,Rule,Armed Conflict,Government Forces,Civilians,0
08/03/2021,32,30.07.2021 - 05.08.2021,00:00,BORNO,NGALA,GAMBORU,,12.35900021,14.20950031,Criminals burgled a shop and stole foodstuff and other valuables.,Burglary,Theft,Criminality,Criminals,Civilians,0
08/03/2021,32,30.07.2021 - 05.08.2021,03:00,YOBE,TARMUA,BABBAN GIDA,,12.10760021,11.75389957,"Criminals burgled a private residence and rustled five cows, stole cow feed and other valuables while the occupants were asleep.",Burglary,Theft,Criminality,Criminals,Civilians,0
08/03/2021,32,30.07.2021 - 05.08.2021,05:00,BORNO,KONDUGA,AULARI,,11.54245567,13.59375095,"OAG operatives with rifles attacked a GF/NA position, prompting GF to return fire. The exchange lasted for several minutes until the operatives retreated. No casualties were reported.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
08/03/2021,32,30.07.2021 - 05.08.2021,07:00,BORNO,BAMA,BAMA,,11.52210331,13.6855793,"100 OAG family members comprising of women, elderly men and children approached a GF/NA position and surrendered.",Surrender,Rule,Armed Conflict,OAG,Government Forces,0
08/03/2021,32,30.07.2021 - 05.08.2021,08:00,BORNO,KONDUGA,KALARI,KONDUGA - BAMA RD,11.53396034,13.61518002,GF/NA on patrol recovered an OAG road-planted IED and safely disposed of it via controlled detonation.,IED/UXO/ERW recovery,Rule,Armed Conflict,Government Forces,OAG,0
08/03/2021,32,30.07.2021 - 05.08.2021,08:00,BORNO,MOBBAR,KARETO,DAMASAK - GUBIO RD,12.88372993,12.50769043,OAG operatives with rifles set up an informal vehicle checkpoint along the road and stopped several commercial vehicles in transit. They asked for the passenger's identification and searched the passenger's belongings before subsequently allowing them to continue their journey. No abductions or robberies were reported.,IVCP,Confine,Terrorism,OAG,Civilians,0
08/03/2021,32,30.07.2021 - 05.08.2021,09:00,BORNO,DAMBOA,WAJIROKO,DAMBOA - BIU RD,10.93025017,12.5229702,OAG operatives with rifles set up an informal vehicle checkpoint along the road. They stopped commercial vehicles in transit and asked for the passengers’ identifications before allowing them to continue their journey. No abductions or robberies were reported.,IVCP,Confine,Terrorism,OAG,Civilians,0
08/03/2021,32,30.07.2021 - 05.08.2021,12:00,YOBE,GUJBA,BUNI YADI,,11.27612495,12.00770664,"A male criminal entered a construction site and stole construction materials. Shortly after, vigilantes on patrol apprehended him at the Low-Cost Housing Estate area, recovered the stolen items and handed him over to GF/NPF.",Theft/Mugging,Theft,Criminality,Criminals,Civilians,0
08/03/2021,32,30.07.2021 - 05.08.2021,13:00,BORNO,KONDUGA,YUSKUMO,,11.65670013,13.33290005,OAG operatives with rifles robbed fishermen of two canoes and three mobile phones.,Armed robbery,Theft,Terrorism,OAG,Civilians,0
08/03/2021,32,30.07.2021 - 05.08.2021,14:00,BORNO,GWOZA,PULKA,,11.22495747,13.78128242,A female OAG family member and her child approached a GF/CJTF position on the outskirt of the town and surrendered.,Surrender,Rule,Armed Conflict,OAG,Government Forces,0
08/03/2021,32,30.07.2021 - 05.08.2021,16:00,YOBE,POTISKUM,POTISKUM,,11.71225548,11.07627487,Criminals burgled into a private residence and stole two mobile phones.,Burglary,Theft,Criminality,Criminals,Civilians,0
08/03/2021,32,30.07.2021 - 05.08.2021,19:00,GOMBE,GOMBE,GOMBE,,10.28406715,11.16526794,Two criminals armed with knives aboard a motorcycle injured and robbed a male civilian of his laptop bag while standing by the roadside.,Theft/Mugging,Theft,Criminality,Criminals,Civilians,0
08/03/2021,32,30.07.2021 - 05.08.2021,21:00,BORNO,DAMBOA,DAMBOA,,11.15066433,12.75958252,A criminal stole a bicycle parked in front of a residence.,Theft/Mugging,Theft,Criminality,Criminals,Civilians,0
08/03/2021,32,30.07.2021 - 05.08.2021,U/N,BORNO,KUKAWA,KUKAWA,,12.92475319,13.56616783,"GF/NA entered the market in the afternoon and fired shots into the air, causing panic among civilians. As a result of the stampede, at least 10 civilians sustained injuries. This incident followed a GF order urging civilians to stop patronizing this market instead of Cross Kauwa's market.",Threat warning,Threat,Civil Unrest,Government Forces,Civilians,0
08/04/2021,32,30.07.2021 - 05.08.2021,00:00,ADAMAWA,DEMSA,NASARAWO,,9.449859619,12.04751015,Criminals burgled a grocery shop and stole foodstuff and other valuables. ,Burglary,Theft,Criminality,Criminals,Civilians,0
08/04/2021,32,30.07.2021 - 05.08.2021,04:00,YOBE,TARMUA,NGEROBARE,,12.15579987,11.8441,Criminals rustled five sheep from the backyard of a private residence.,Cattle rustling,Theft,Criminality,Criminals,Civilians,0
08/04/2021,32,30.07.2021 - 05.08.2021,04:00,BORNO,GWOZA,GUDUF,,11.09200001,13.73569965,Two female OAG family members approached a GF/NA position and surrendered.,Surrender,Rule,Armed Conflict,OAG,Government Forces,0
08/04/2021,32,30.07.2021 - 05.08.2021,05:00,BORNO,KONDUGA,SHETTIMARI,KONDUGA - BAMA RD,11.55583,13.56984997,"OAG operatives accidentally detonated at least two OAG road-planted IEDs, while deploying the IEDs along the road. The explosion killed six OAG operatives.",RSIED attack,Attack,Armed Conflict,OAG,Government Forces,0
08/04/2021,32,30.07.2021 - 05.08.2021,08:00,BORNO,DAMBOA,WAJIROKO,DAMBOA - BIU RD,10.93023968,12.5229702,OAG operatives with rifles set up an informal vehicle checkpoint along the road. They stopped commercial vehicles in transit and asked for the passengers’ identifications before allowing them to continue their journey. No abductions or robberies were reported.,IVCP,Confine,Terrorism,OAG,Civilians,0
